codArt;nomArt;alto_cm;ancho_cm;largo _cm;Peso_kg;Ubicación
BIE017;TIMOLOL + BRIMONIDINA (5MG+2MG) /ML SOLUCION OFTALMICA;8,00;3,00;3,00;13,00;Carga Seca
AB0131;PARICALCITOL 2MCG CAPSULA;8,00;3,00;3,00;26,00;Comerciales
AB0094;PARICALCITOL 1MCG CAPSULA;8,00;3,00;3,00;22,00;Comerciales
MR0084;METFORMINA 500MG TABLETA DE LIBERACION PROLONGADA;8,00;3,00;9,70;50,00;Carga Seca
BIE021;DORZOLAMIDA + TIMOLOL (20MG+5MG) /ML SOLUCION OFTALMICA;8,00;3,00;3,00;13,00;Carga Seca
AT0089;CICLOSILICATO DE SODIO Y ZIRCONIO 10G POLVO A SUSPENSION ORAL;8,00;3,00;12,5;61,00;Comerciales
EXE020;ICATIBANT 30MG/3ML (10MG/ML) SOLUCION INYECTABLE;8,00;3,00;19,00;59,00;Comerciales
AB0089;PARICALCITOL 5MCG/ML SOLUCION INYECTABLE;8,00;3,00;13,00;52,00;Comerciales
LF0240;TELMISARTAN + AMLODIPINO 80MG+5MG TABLETA RECUBIERTA;8,00;3,00;11,00;37,00;Carga Seca
LP0130;CLONAZEPAM 2,5MG/ML SOLUCION ORAL;8,00;3,00;3,00;64,00;Controlados
MK0251;OXIMETAZOLINA 0,25MG/ML (0,025%) SOLUCION NASAL;7,8;3,00;3,00;23,00;Carga Seca
SVP060;LACOSAMIDA 200MG TABLETA RECUBIERTA;7,70;3,00;14,20;36,00;Carga Seca
PHB001;OXIMETAZOLINA 0,25MG/ML (0,025%) SOLUCION NASAL;7,7;3,00;3,00;22,00;Carga Seca
RF0016;PROTAMINA 10MG/ML SOLUCION INYECTABLE;7,60;3,00;5,00;30,00;Carga Seca
BR0034;DAPAGLIFLOZINA 10MG COMPRIMIDO RECUBIERTO;7,5;3,00;15,00;39,00;Comerciales
MK0232;OXIMETAZOLINA 0,5MG/ML (0,05%) SOLUCION NASAL;7,5;3,00;3,00;23,00;Carga Seca
QD0006;CARBOMERO 2,5MG/G (974P) GEL OFTALMICO;7,5;3,00;17,5;68,00;Carga Seca
BL0054;KETAMINA 500MG/10ML (50MG/ML) SOLUCION INYECTABLE;7,5;3,00;3,00;26,00;Controlados
AT0064;ESOMEPRAZOL 40MG COMPRIMIDO GASTRORRESISTENTE;7,5;3,00;11,00;34,00;Carga Seca
TF0134;LURASIDONA 80MG TABLETA RECUBIERTA;7,5;3,00;13,00;28,00;Comerciales
AT0062;ESOMEPRAZOL 20MG COMPRIMIDO GASTRORRESISTENTE;7,5;3,00;11,00;29,00;Carga Seca
BL0069;LABETALOL 100MG/20ML (5MG/ML) SOLUCION INYECTABLE;7,5;3,00;3,00;41,00;Carga Seca
LF0255;TRAVOPROST 0,04MG/ML (0,04%) SOLUCION OFTALMICA;7,5;3,00;3,00;21,00;Carga Seca
TE0016;DORZOLAMIDA 20MG/ML (2%) SOLUCION OFTALMICA;7,40;3,00;3,80;14,00;Carga Seca
TE0162;LOTEPREDNOL (0,5%) SUSPENSION OFTALMICA;7,40;3,00;3,80;14,00;Carga Seca
MK0261;TIMOLOL + BRIMONIDINA (5MG+2MG) /ML (0,5%+0,2%) SOLUCION OFTALMICA;7,40;3,00;3,80;14,00;Carga Seca
LF0362;BEPOTASTINA BESILATO 15MG SOLUCION OFTALMICA;7,4;3,00;3,00;21,00;Carga Seca
BL0011;DORZOLAMIDA + TIMOLOL (20MG+5MG) /ML SOLUCION OFTALMICA;7,30;3,00;3,00;13,00;Carga Seca
MK0173;PAMOATO PIRANTEL 250MG/5ML SUSPENSION ORAL;7,30;3,00;3,80;30,00;Carga Seca
ZB0024;POLIMIXINA B + LIDOCAINA + NEOMICINA + BETAMETASONA (1.000UI+40MG+4,31MG+1MG) /ML SOLUCION OTICA;7,2;3,00;3,00;18,00;Carga Seca
BL0014;FLUOROMETOLONA 1MG/ML (0,1%) SUSPENSION OFTALMICA;7,2;3,00;3,2;13,00;Carga Seca
BL0008;DICLOFENACO 1MG/ML (0,1%) SOLUCION OFTALMICA;7,2;3,00;3,00;13,00;Carga Seca
BL0021;KETOTIFENO 0,5MG/ML (5%) SOLUCION OFTALMICA;7,10;3,00;3,00;13,00;Carga Seca
BL0068;PREDNISOLONA 10MG/ML (1%) SUSPENSION OFTALMICA;7,10;3,00;3,00;13,00;Carga Seca
BL0045;PROPOFOL 200MG/20ML (10MG/ML) (1%) EMULSION INYECTABLE;7,10;3,00;3,00;41,00;Carga Seca
BL0034;CIPROFLOXACINO 3MG/ML (0,3%) SOLUCION OFTALMICA;7,10;3,00;3,00;13,00;Carga Seca
LS0074;PREDNISOLONA 10MG/ML (1%) SUSPENSION OFTALMICA;7,00;3,00;3,00;14,00;Carga Seca
AC0004;HALOPERIDOL 2MG/ML SOLUCION ORAL;7,00;3,00;3,00;26,00;Carga Seca
ALL002;BIMATOPROST 0,3MG/ML (0,03%) SOLUCION OFTALMICA;7,00;3,00;3,00;13,00;Carga Seca
AL0001;ATROPINA 10MG/ML (1%) SOLUCION OFTALMICA;7,00;3,00;3,00;16,00;Carga Seca
LS0005;ALCOHOL POLIVINILICO 14MG/ML (1,4%) SOLUCION OFTALMICA;7,00;3,00;3,00;25,00;Carga Seca
NO0119;RIVASTIGMINA 1,5MG CAPSULA DURA;7,00;3,00;10,50;23,00;Carga Seca
MR0033;FLUDROCORTISONA 0,10MG TABLETA;7,00;3,00;9,50;22,00;Carga Seca
AB0108;FLUVOXAMINA 100MG TABLETA RECUBIERTA;7,00;3,00;11,00;34,00;Carga Seca
CI0032;LENALIDOMIDA 10MG CAPSULA;7,00;3,00;9,00;28,00;Comerciales
JN0009;PALIPERIDONA 6MG TABLETA DE LIBERACION PROLONGADA;7,00;3,00;12,5;40,00;Comerciales
BT0193;LENVATINIB 10MG CAPSULA;7,00;3,00;15,00;33,00;Comerciales
TF0114;ATORVASTATINA + EZETIMIBE 10MG+10MG COMPRIMIDO;7,00;3,00;13,00;22,00;Carga Seca
PR0069;KETAMINA 500MG/10ML (50MG/ML) SOLUCION INYECTABLE;7,00;3,00;3,00;38,00;Controlados
SVP048;FLUOROURACILO 500MG/10ML (50MG/ML) SOLUCION INYECTABLE;7,00;3,00;3,00;35,00;Comerciales
RP0091;CITARABINA 500MG/5ML (100MG/ML) SOLUCION INYECTABLE;7,00;3,00;3,00;27,00;Comerciales
BT0192;LENVATINIB 4MG CAPSULA;7,00;3,00;15,00;34,00;Comerciales
JN0047;PALIPERIDONA 9MG TABLETA DE LIBERACION PROLONGADA;7,00;3,00;13,00;40,00;Comerciales
HB0045;VANCOMICINA 250MG CAPSULA DURA;7,00;3,00;10,00;44,00;Comerciales
CI0033;LENALIDOMIDA 15MG CAPSULA;7,00;3,00;9,00;25,00;Comerciales
AP0036;DAUNORUBICINA 20MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;7,00;3,00;3,00;19,00;Comerciales
AT0056;ROSUVASTATINA 40MG TABLETA;7, 5;3,00;15,00;32,00;Comerciales
MSN031;PREGABALINA 150MG CAPSULA;6,80;3,00;9,70;34,00;Carga Seca
MSN017;PREGABALINA 300MG CAPSULA;6,70;3,00;9,70;31,00;Carga Seca
XN0045;TIOCTICO ACIDO 600MG TABLETA;6,60;3,00;10,00;45,00;Carga Seca
NV0080;GINKGO BILOBA 120MG CAPSULA DURA;6,50;3,00;8,00;19,00;Carga Seca
ASC002;MICOFENOLATO 500MG TABLETA;6,50;3,00;14,00;20,00;Carga Seca
BU0102;RIFAXIMINA 400MG TABLETA RECUBIERTA;6,50;3,00;8,50;38,00;Carga Seca
AST006;SOLIFENACINA + TAMSULOSINA 6MG+0,4MG COMPRIMIDO DE LIBERACION PROLONGADA;6,5;3,00;14,00;32,00;Comerciales
EXE021;METFORMINA 750MG TABLETA DE LIBERACION PROLONGADA;6,5;3,00;10,00;55,00;Carga Seca
LG0042;MEBEVERINA 200MG TABLETA;6,5;3,00;8,5;46,00;Carga Seca
FR0059;POSACONAZOL 100MG TABLETA DE LIBERACION RETARDADA;6,5;3,00;10,00;30,00;Comerciales
TF0077;FINGOLIMOD 0,5MG CAPSULA;6,5;3,00;11,00;20,00;Comerciales
MK0129;PIRACETAM 800MG TABLETA;6,40;3,00;8,40;39,00;Carga Seca
MK0078;GABAPENTIN 300MG CAPSULA;6,30;3,00;8,20;26,00;Carga Seca
CI0035;LENALIDOMIDA 5MG CAPSULA;6,30;3,00;7,80;19,00;Comerciales
BP0029;LACOSAMIDA 50MG TABLETA RECUBIERTA;6,3;3,00;11,00;16,00;Carga Seca
TE0236;SERTRALINA 100MG TABLETA RECUBIERTA;6,20;3,00;8,20;23,00;Carga Seca
BT0097;ALFAMETILDOPA 500MG TABLETA RECUBIERTA;6,2;3,00;10,5;37,00;Carga Seca
SVP068;LACOSAMIDA 100MG TABLETA RECUBIERTA;6,2;3,00;12,00;22,00;Carga Seca
CH0010;ESTROGENOS CONJUGADOS 0,625MG/G CREMA VAGINAL;6,10;3,00;15,70;81,00;Carga Seca
GF0263;PAMOATO PIRANTEL 250MG/5ML SUSPENSION ORAL;6,00;3,00;3,00;25,00;Carga Seca
IC0027;TIMOLOL 5MG/ML (0,5%) SOLUCION OFTALMICA;6,00;3,00;3,00;13,00;Carga Seca
BY0107;RIVAROXABAN 2,5MG COMPRIMIDO RECUBIERTO;6,00;3,00;9,00;25,00;Comerciales
BT0194;BUDESONIDA 3MG CAPSULA GASTRORESISTENTE;6,00;3,00;11,5;26,00;Carga Seca
LG0062;TAMSULOSINA 0,4MG CAPSULA DE LIBERACION PROLONGADA;6,00;3,00;8,5;24,00;Carga Seca
BP0020;LACOSAMIDA 100MG COMPRIMIDO RECUBIERTO;6,00;3,00;10,3;24,00;Comerciales
SA0173;CLOBAZAM 20MG COMPRIMIDO;6,00;3,00;12,00;20,00;Controlados
BY0108;RIVAROXABAN 20MG COMPRIMIDO RECUBIERTO;6,00;3,00;9,00;27,00;Comerciales
BP0021;LACOSAMIDA 200MG TABLETA RECUBIERTA;6,00;3,00;10,50;31,00;Comerciales
AT0023;QUETIAPINA 400MG TABLETA DE LIBERACION SOSTENIDA;6,00;3,00;13,7;52,00;Comerciales
NO0152;RIBOCICLIB 200MG TABLETA RECUBIERTA;6,00;3,00;15,00;69,00;Comerciales
BY0068;RIVAROXABAN 15MG COMPRIMIDO RECUBIERTO;6,00;3,00;9,00;22,00;Comerciales
BY0127;RIVAROXABAN 15MG COMPRIMIDO RECUBIERTO;6,00;3,00;9,00;26,00;Comerciales
BY0029;RIVAROXABAN 10MG COMPRIMIDO RECUBIERTO;6,00;3,00;9,00;23,00;Comerciales
BY0126;RIVAROXABAN 2,5MG COMPRIMIDO RECUBIERTO;6,00;3,00;9,00;32,00;Comerciales
BP0068;LACOSAMIDA 150MG TABLETA RECUBIERTA;6,00;3,00;10,5;27,00;Comerciales
LL0056;ABEMACICLIB 100MG TABLETA;6,00;3,00;14,00;41,00;Comerciales
PF0184;SERTRALINA 100MG TABLETA RECUBIERTA;6,00;3,00;11,00;25,00;Comerciales
PF0210;DACOMITINIB 30MG TABLETA RECUBIERTA;6,00;3,00;11,00;26,00;Comerciales
HU0064;TOXINA BOTULINICA TIPO A 100UI POLVO LIOFILIZADO A SOLUCION INYECTABLE;5,90;3,00;4,20;28,00;Cadena de Frio
LS0199;LACOSAMIDA 150MG TABLETA;5,70;3,00;9,00;28,00;Carga Seca
TF0071;OLMESARTAN + AMLODIPINO 20MG+5MG TABLETA RECUBIERTA;5,60;3,00;11,30;17,00;Carga Seca
AP0018;VINCRISTINA 1MG/ML SOLUCION INYECTABLE;5,60;3,00;3,00;10,00;Cadena de Frio
HB0024;ASPARAGINASA ERWINIANA 10.000UI SOLUCION INYECTABLE;5,60;3,00;3,00;18,00;Cadena de Frio
TF0069;LEVONORGESTREL + ETINILESTRADIOL 0,1MG+0,02MG COMPRIMIDO RECUBIERTO;5,50;3,00;15,00;15,00;Carga Seca
BP0081;BRIVARACETAM 100MG COMPRIMIDO RECUBIERTO;5,50;3,00;11,00;38,00;Comerciales
CI0044;ENTECAVIR 0,5MG TABLETA;5,50;3,00;13,5;28,00;Comerciales
PR0078;TERLIPRESINA 1MG/5ML (0,2MG/ML) SOLUCION INYECTABLE;5,50;3,00;13,00;95,00;Cadena de Frio
BP0070;BRIVARACETAM 50MG COMPRIMIDO RECUBIERTO;5,50;3,00;11,00;30,00;Comerciales
AT0032;QUETIAPINA 100MG TABLETA;5,50;3,00;11,00;25,00;Carga Seca
BT0145;MACITENTAN 10MG TABLETA RECUBIERTA;5,50;3,00;9,00;19,00;Comerciales
AT0077;TICAGRELOR 60MG TABLETA RECUBIERTA;5,50;3,00;13,70;25,00;Carga Seca
SVP097;PREGABALINA 25MG CAPSULA DURA;5,5;3,00;13,00;20,00;Carga Seca
PHL001;METOTREXATO 15MG/0,3ML SOLUCION INYECTABLE;5,5;3,00;17,00;28,00;Comerciales
NO0175;MIRTAZAPINA 30MG TABLETA;5,5;3,00;12,5;22,00;Carga Seca
TF0127;NEBIVOLOL 10MG COMPRIMIDO;5,5;3,00;12,5;30,00;Carga Seca
PF0026;METILPREDNISOLONA 4MG TABLETA;5,5;3,00;9,00;17,00;Carga Seca
PHL002;METOTREXATO 10MG/0,2ML SOLUCION INYECTABLE;5,5;3,00;17,00;28,00;Comerciales
AT0039;QUETIAPINA 300MG TABLETA DE LIBERACION PROLONGADA;5,5;3,00;14,00;45,00;Comerciales
TF0080;OLMESARTAN + AMLODIPINO 40MG+5MG TABLETA RECUBIERTA;5,5;3,00;11,00;19,00;Comerciales
AP0019;ETOPOSIDO 100MG/5ML (20MG/ML) SOLUCION INYECTABLE;5,5;3,00;3,00;28,00;Comerciales
AT0012;TAMOXIFENO 20MG TABLETA;5,5;3,00;14,00;29,00;Carga Seca
TF0067;OLMESARTAN + AMLODIPINO 40MG+10MG TABLETA RECUBIERTA;5,5;3,00;11,00;19,00;Comerciales
HB0031;METOTREXATO 50MG/2ML (25MG/ML) SOLUCION INYECTABLE;5,5;3,00;3,00;11,00;Comerciales
TF0070;OLMESARTAN 20MG COMPRIMIDO RECUBIERTO;5,5;3,00;11,5;19,00;Carga Seca
PF0214;ELETRIPTANO 40MG TABLETA RECUBIERTA;5,5;3,00;9,00;17,00;Carga Seca
LG0100;CINACALCET 60MG TABLETA RECUBIERTA;5,5;3,00;9,00;29,00;Comerciales
JN0066;SELEXIPAG 800MCG TABLETA RECUBIERTA;5,40;3,00;12,7;47,00;Comerciales
SG0065;ESZOPICLONA 2MG TABLETA RECUBIERTA;5,2;3,00;11,00;17,00;Carga Seca
AT0055;ROSUVASTATINA 20MG TABLETA;5,05;3,00;13,5;23,00;Comerciales
GR0073;TESTOSTERONA 1.000MG/4ML (250MG/ML) SOLUCION INYECTABLE;5,03;3,00;12,00;34,00;Comerciales
GH0042;VALSARTAN + CLORTALIDONA 160MG+25MG TABLETA RECUBIERTA;5,00;3,00;12,00;30,00;Carga Seca
BR0033;APIXABAN 2,5MG TABLETA RECUBIERTA;5,00;3,00;12,5;24,00;Carga Seca
THE014;FLUVOXAMINA 100MG TABLETA;5,00;3,00;11,2;23,00;Carga Seca
WY0032;VACUNA CONTRA NEUMOCOCO 13 POLIVALENTE SOLUCION INYECTABLE;5,00;3,00;10,00;32,00;Cadena de Frio
AT0045;CANDESARTAN 16MG TABLETA;4,80;3,00;11,00;15,00;Carga Seca
LS0205;IVABRADINE 7,5MG TABLETA;4,70;3,00;8,50;16,00;Carga Seca
GR0070;ACETAMINOFEN + HIDROCODONA 325MG+10MG TABLETA;4,7;3,00;11,00;26,00;Carga Seca
GR0071;ACETAMINOFEN + HIDROCODONA 325MG+7,5MG TABLETA;4,7;3,00;11,00;26,00;Carga Seca
GF0191;SIMVASTATINA 20MG TABLETA RECUBIERTA;4,50;3,00;9,10;5,00;Carga Seca
RM0048;UREA (10%) CREMA TOPICA;4,50;3,00;16,90;82,00;Carga Seca
OP0024;CLOBETASOL 0,05G/100G (0,05%) CREMA TOPICA;4,50;3,00;15,40;54,00;Carga Seca
MR0072;PIRITINOL 600MG GRAGEA;4,50;3,00;10,50;19,00;Carga Seca
SVP073;DONEPEZILO 10MG TABLETA;4,5;3,00;9,5;20,00;Carga Seca
HU0095;DEXMEDETOMIDINA 200MCG/2ML (100MCG/ML) SOLUCION INYECTABLE;4,5;3,00;11,5;71,00;Carga Seca
MR0015;METFORMINA 500MG TABLETA RECUBIERTA;4,40;3,00;12,20;31,00;Carga Seca
MR0037;CILOSTAZOL 50MG TABLETA;4,30;3,00;10,00;15,00;Carga Seca
LF0221;ENTECAVIR 1MG TABLETA RECUBIERTA;4,30;3,00;10,00;21,00;Comerciales
MEN011;HEPARINA 1.000UI/G GEL TOPICO;4,20;3,00;15,00;68,00;Carga Seca
MR0042;CILOSTAZOL 100MG TABLETA;4,20;3,00;10,00;17,00;Carga Seca
BP0041;BETAMETASONA + CALCIPOTRIOL (0,5MG+50MCG) /100G UNGUENTO TOPICO;4,05;3,00;14,30;48,00;Comerciales
TK0001;ROFLUMILAST 500MCG TABLETA RECUBIERTA;4,05;3,00;12,00;26,00;Comerciales
FN0032;CLOTRIMAZOL 1G/100G (1%) CREMA TOPICA;4,00;3,00;15,00;51,00;Carga Seca
HU0146;COMPLEJO B (B1+B6+B12) /2ML SOLUCION INYECTABLE;4,00;3,00;15,2;19,00;Carga Seca
QF0001;FLUOROURACILO 5G/100G (5%) GEL TOPICO;4,00;3,00;15,00;50,00;Comerciales
BI0001;ACICLOVIR 3G/100G (3%) UNGUENTO OFTALMICO;4,00;3,00;11,70;42,00;Carga Seca
MR0068;CANDESARTAN + HIDROCLOROTIAZIDA 16MG+12,5MG TABLETA RECUBIERTA;4,00;3,00;10,00;18,00;Comerciales
TE0250;ZOLPIDEM 10MG TABLETA RECUBIERTA;4,00;3,00;7,50;13,00;Comerciales
SA0121;ZOLPIDEM 10MG TABLETA RECUBIERTA;4,00;3,00;7,50;13,00;Controlados
MK0041;CAPTOPRIL 50MG TABLETA;3,80;3,00;7,40;14,00;Carga Seca
TE0164;LUBIPROSTONE 24MCG CAPSULA BLANDA;3,70;3,00;7,40;11,00;Carga Seca
NV0118;CLOTRIMAZOL + NEOMICINA + DEXAMETASONA (1G+0,5G+0,04G) /100G CREMA TOPICA;3,60;3,00;12,20;30,00;Carga Seca
GE0011;SALICILATO DE METILO 7G/100G CREMA TOPICA;3,5;3,00;15,00;43,00;Carga Seca
LB0044;NISTATINA + ZINC OXIDO (10.000.000UI+20G) /100G CREMA TOPICA;3,00;3,00;12,00;40,00;Carga Seca
LF0014;BETAMETASONA 0,05G/100G (0,05%) CREMA TOPICA;3,00;3,00;13,5;29,00;Carga Seca
PS0016;SUMATRIPTAN 80MG/ML (8%) SOLUCION ORAL;3,00;3,00;8,5;48,00;Carga Seca
LF0104;HIDROCORTISONA 1G/100G (1%) CREMA TOPICA;3,00;3,00;13,00;23,00;Carga Seca
CR0083;MANITOL 100G/ML (20%) SOLUCION INYECTABLE;28,00;3,00;14,50;559,00;Carga Seca
GF0194;SULFADIAZINA PLATA 1G/100G (1%) CREMA TOPICA;2,5;3,00;11,5;25,00;Carga Seca
LF0025;CLOTRIMAZOL 1G/100G (1%) CREMA TOPICA;16,00;3,00;3,7;52,00;Carga Seca
PI0069;METRONIDAZOL 500MG/100ML (5MG/ML) SOLUCION INYECTABLE;15,00;3,00;6,00;129,00;Carga Seca
CR0028;CIPROFLOXACINO 200MG/100ML (2MG/ML) SOLUCION INYECTABLE;14,00;3,00;8,00;126,00;Carga Seca
GL0008;BETAMETASONA 0,1G/100ML SOLUCION CAPILAR;13,00;3,00;4,50;81,00;Carga Seca
BP0098;METILPREDNISOLONA 0,1G/100G (0,1%) CREMA TOPICA;12,00;3,00;3,00;27,00;Comerciales
BH0069;EMPAGLIFOZINA 10MG TABLETA RECUBIERTA;11,5;3,00;6,00;45,00;Comerciales
BH0070;EMPAGLIFOZINA 25MG COMPRIMIDO RECUBIERTO;11,00;3,00;6,00;39,00;Comerciales
BH0084;EMPAGLIFOZINA + LINAGLIPTINA 25MG+5MG TABLETA RECUBIERTA;11,00;3,00;6,00;34,00;Comerciales
BH0083;EMPAGLIFOZINA + LINAGLIPTINA 10MG+5MG TABLETA RECUBIERTA;11,00;3,00;6,00;35,00;Comerciales
SY0054;FENOFIBRICO ACIDO + ROSUVASTATINA 135MG+5MG CAPSULA;11,00;3,00;16,3;47,00;Carga Seca
EUF088;CICLOBENZAPRINA 10MG TABLETA RECUBIERTA;11,00;3,00;7,00;18,00;Carga Seca
EUF002;BUPROPION 150MG TABLETA DE LIBERACION PROLONGADA;11,00;3,00;7,00;30,00;Carga Seca
SG0044;CLOBETASOL 0,05G/100ML (0,05%) EMULSION TOPICA;11,00;3,00;5,1;83,00;Carga Seca
SY0040;FENOFIBRICO ACIDO + ROSUVASTATINA 135MG+10MG CAPSULA;11,00;3,00;16,00;45,00;Carga Seca
DER001;MOMETASONA 0,1G/100ML (0,1%) EMULSION TOPICA;11,00;3,00;5,00;85,00;Carga Seca
SUI005;TRICOVIT FORTE LOCION TOPICA;11,00;3,00;18,00;141,00;Comerciales
MSP001;VENDA ELASTICA 4 X 5 YARDAS;10,00;3,00;3,00;24,00;Carga Seca
SA0060;LANREOTIDE ACETATO 120MG/0,5ML SOLUCION INYECTABLE;2,50;29,70;10,60;80,00;Cadena de Frio
NV0003;VALPROICO ACIDO 250MG CAPSULA BLANDA;6,5;27,00;8,00;334,00;Carga Seca
NV0038;RETINOL (VITAMINA A) 50.000UI CAPSULA DURA;6,5;24,00;8,00;162,00;Carga Seca
CR0058;GLICINA (1,5%) SOLUCION PARA IRRIGACION INTRAVESICAL X 3.000ML;44,00;24,00;7,00;3,130,00;Carga Seca
AT0037;FULVESTRANT 250MG/5ML (50MG/ML) SOLUCION INYECTABLE;3,50;23,00;12,20;130,00;Cadena de Frio
LL0050;IXEKIZUMAB 80MG/ML SOLUCION INYECTABLE;5,00;21,00;7,20;105,00;Cadena de Frio
GF0326;COLESTIRAMINA 4G GRANULADO A SOLUCION ORAL;11,00;21,00;17,00;1,130,00;Carga Seca
CR0045;AGUA ESTERIL X 10ML SOLUCION INYECTABLE;9,50;20,00;7,5;694,00;Carga Seca
MSN005;FINGOLIMOD 0,5MG CAPSULA DURA;8,40;2,90;18,00;35,00;Comerciales
TE0073;CIPROFLOXACINO + DEXAMETASONA (3MG+1MG) /ML SUSPENSION OTICA;7,10;2,90;2,90;17,00;Carga Seca
EF0010;FLUOROMETOLONA 1MG/ML (0,1%) SUSPENSION OFTALMICA;7,00;2,90;2,90;13,00;Carga Seca
PX0104;TRIMEBUTINA 200MG CAPSULA;6,80;2,90;8,10;23,00;Carga Seca
PI0051;INSULINA NPH 1.000UI/10ML (100UI/ML) SOLUCION INYECTABLE;6,50;2,90;2,90;25,00;Cadena de Frio
PF0021;SOMATROPINA HUMANA RECOMBINANTE (36UI) 12MG/UI POLVO A SOLUCION INYECTABLE;5,40;2,90;13,90;26,00;Cadena de Frio
PF0075;PREGABALINA 75MG CAPSULA;5,00;2,90;12,50;17,00;Carga Seca
PF0037;PREGABALINA 75MG CAPSULA DURA;5,00;2,90;12,50;11,00;Carga Seca
GF0196;SUMATRIPTAN 100MG TABLETA RECUBIERTA;4,90;2,90;9,00;5,00;Carga Seca
GF0384;RIVAROXABAN 20MG TABLETA RECUBIERTA;4,20;2,90;10,20;24,00;Carga Seca
LS0063;MONTELUKAST 4MG TABLETA MASTICABLE;4,00;2,90;6,70;8,00;Carga Seca
BU0024;CICLOPIROXOLAMINA 1G (1%) CREMA TOPICA;13,30;2,90;2,90;31,00;Carga Seca
GF0088;DILTIAZEM 60MG TABLETA;4,6;2,9;9,10;10;Carga Seca
OF0009;HIDROXIPROPILMETILCELULOSA 25MG/ML (2,5%) SOLUCION OFTALMICA;7;2,9;2,90;24;Carga Seca
CAL014;HYRUAN ONE 3 VISCO SUPLEMENTO ABSORBIBLE PARA OSTEOARTRITIS;9,50;2,80;19,00;50,00;Comerciales
SVP042;OLMESARTAN + HIDROCLOROTIAZIDA 40MG+12,5MG TABLETA RECUBIERTA;8,70;2,80;7,50;42,00;Carga Seca
PX0179;MODAFINIL 200MG CAPSULA BLANDA;7,70;2,80;15,80;32,00;Carga Seca
GF0059;CELECOXIB 200MG CAPSULA;7,40;2,80;9,10;10,00;Carga Seca
PX0236;DICLOFENACO 75MG/3ML (25MG/ML) SOLUCION INYECTABLE;7,00;2,80;7,60;66,00;Carga Seca
AL0018;BRINZOLAMIDA + TIMOLOL (10MG+5MG) /ML SUSPENSION OFTALMICA;7,00;2,80;2,90;17,00;Carga Seca
LS0190;GENTAMICINA 3MG/ML (0,3%) SOLUCION OFTALMICA;7,00;2,80;3,00;20,00;Carga Seca
TF0073;SERTRALINA 25MG TABLETA RECUBIERTA;6,50;2,80;11,20;9,00;Carga Seca
PI0052;INSULINA R HUMANA 1.000UI/10ML (100UI/ML) SOLUCION INYECTABLE;6,50;2,80;2,80;24,00;Cadena de Frio
TE0139;TRIMEBUTINA + SIMETICONA 200MG+120MG TABLETA RECUBIERTA;6,20;2,80;8,30;36,00;Carga Seca
SVP116;ARIPIPRAZOL 30MG TABLETA;5,30;2,80;12,00;25,00;Carga Seca
EU0002;TRITICUM VULGARE (15%) CREMA TOPICA;4,50;2,80;13,20;47,00;Carga Seca
PX0334;CLOTRIMAZOL + NEOMICINA + DEXAMETASONA (1G+0,5G+0,04G) /100G CREMA TOPICA;4,40;2,80;15,50;56,00;Carga Seca
GF0415;RIVAROXABAN 15MG TABLETA RECUBIERTA;4,30;2,80;10,20;21,00;Carga Seca
GD0034;HIDROQUINONA + TRETINOINA + FLUOCINOLONA (4G+0,05G+0,01G) /100G CREMA TOPICA;3,10;2,80;11,00;28,00;Cadena de Frio
PX0095;TACROLIMUS 0,03G/100G (0,03%) UNGUENTO TOPICO;2,90;2,80;14,10;26,00;Carga Seca
NK0016;INSULINA ASPARTO 1000UI/10ML (100UI/ML) SOLUCION INYECTABLE;2,90;2,80;5,90;25,00;Cadena de Frio
PX0096;TACROLIMUS 0,1G/100G (0,1%) UNGUENTO TOPICO;2,80;2,80;14,10;28,00;Carga Seca
PF0086;DALTEPARINA 10.000UI/0,4ML SOLUCION INYECTABLE;13,00;2,80;14,4;53,00;Comerciales
FR0097;BETAMETASONA DIPROPIONATO + BETAMETASONA FOSFATO (5MG+2MG) /ML SUSPENSION INYECTABLE;12,50;2,80;5,80;31,00;Carga Seca
EUF037;DOMPERIDONA 10MG TABLETA;11,00;2,80;7;15,00;Carga Seca
EUF003;CICLOBENZAPRINA 5MG TABLETA RECUBIERTA;11,00;2,80;7;14,00;Carga Seca
EUF075;RISPERIDONA 1MG TABLETA RECUBIERTA;11,00;2,80;6,80;18,00;Carga Seca
EUF065;ETORICOXIB 60MG TABLETA RECUBIERTA;11,00;2,80;6,80;15,00;Carga Seca
SP0004;LATANOPROST 0,05MG/ML (0,05%) SOLUCION OFTALMICA;9,00;2,8;4,8;17,00;Carga Seca
SP0002;CICLOSPORINA 1MG/ML (0.1%) SOLUCION OFTALMICA;9,00;2,8;4,8;20,00;Carga Seca
SP0016;BROMFENACO 0,9MG/ML (0,09%) SOLUCION OFTALMICA;9,00;2,8;4,8;18,00;Carga Seca
SP0022;DORZOLAMIDA + TIMOLOL + BRIMONIDINA (20MG+5MG+2MG) /ML SOLUCION OFTALMICA;9,00;2,8;4,8;22,00;Carga Seca
SP0012;CIPROFLOXACINO 3MG/ML (0,3%) SOLUCION OFTALMICA;9,00;2,8;4,8;18,00;Carga Seca
SP0021;DORZOLAMIDA + TIMOLOL (20MG+5MG) /ML SOLUCION OFTALMICA;9,00;2,8;4,8;21,00;Carga Seca
